0.000000000000000000e+00,1.012311608288207765e+00,1.012311608288199771e+00
7.936507936507936067e-02,1.005201723401367486e+00,1.009054127684519742e+00
1.587301587301587213e-01,9.926494292342997738e-01,9.830297810694476057e-01
2.380952380952380820e-01,9.613703701647220434e-01,9.607412156185031193e-01
3.174603174603174427e-01,9.347532800310498491e-01,9.174425658260998429e-01
3.968253968253968034e-01,8.838241466492037235e-01,8.668616146335561545e-01
4.761904761904761640e-01,8.255942944894991697e-01,8.524320262146387606e-01
5.555555555555555802e-01,7.835957008916284439e-01,7.941534886744996413e-01
6.349206349206348854e-01,7.179578256697617400e-01,7.593979964899515434e-01
7.142857142857141906e-01,6.743274967893635452e-01,6.756689702563624111e-01
7.936507936507936067e-01,6.064725995468714936e-01,6.440616499151849972e-01
8.730158730158730229e-01,5.422427174011844597e-01,6.174544504151420199e-01
9.523809523809523281e-01,5.010619354965247796e-01,5.388286572927677431e-01
1.031746031746031633e+00,4.423365471623595391e-01,5.178613960227601565e-01
1.111111111111111160e+00,4.078439445617156878e-01,4.930133746499767988e-01
1.190476190476190466e+00,3.562272643966735708e-01,4.517468537387725469e-01
1.269841269841269771e+00,3.105374592752474516e-01,4.393591661124958136e-01
1.349206349206349076e+00,2.831807689560121299e-01,4.040561755609115568e-01
1.428571428571428381e+00,2.466720862049993634e-01,4.006541536255721070e-01
1.507936507936507908e+00,2.245139995413095446e-01,3.437247745357340789e-01
1.587301587301587213e+00,1.942591209415436837e-01,3.447757579365401948e-01
1.666666666666666519e+00,1.779365914555329220e-01,3.203645401178056296e-01
1.746031746031746046e+00,1.535828154722412020e-01,3.121883979849180424e-01
1.825396825396825351e+00,1.327009304767344522e-01,3.215172822673810771e-01
1.904761904761904656e+00,1.206890541687006407e-01,3.033895281325739157e-01
1.984126984126983961e+00,1.052275808448482897e-01,3.196560147657906970e-01
2.063492063492063266e+00,9.582127412254769216e-02,2.726255996147909366e-01
2.142857142857142794e+00,8.294539355119105728e-02,2.926611523606584275e-01
2.222222222222222321e+00,7.266677904236079621e-02,3.230822416037327227e-01
2.301587301587301404e+00,6.635731110828524404e-02,2.763103073692016465e-01
2.380952380952380931e+00,5.759985150093019368e-02,3.140998695505098914e-01
2.460317460317460014e+00,5.334166702254143633e-02,3.242061029785259785e-01
2.539682539682539542e+00,4.652840740716362999e-02,3.196632005224189776e-01
2.619047619047619069e+00,4.253075104342238233e-02,3.190000436297458775e-01
2.698412698412698152e+00,3.722062142007032809e-02,4.145389797128589127e-01
2.777777777777777679e+00,3.312233691612906372e-02,6.144784587400344833e-01
2.857142857142856762e+00,3.050448333011034421e-02,5.644981301546763142e-01
2.936507936507936289e+00,2.672834830305639842e-02,7.950214811421362215e-01
3.015873015873015817e+00,2.507498425959878499e-02,8.469334388439414552e-01
3.095238095238094900e+00,2.220100317209003360e-02,8.766207247979737049e-01
3.174603174603174427e+00,1.955549699029129895e-02,8.568446669152351980e-01
3.253968253968253954e+00,1.814411939728608272e-02,7.688433935479302983e-01
3.333333333333333037e+00,1.649096959558678591e-02,5.402849131300361263e-01
3.412698412698412564e+00,1.519818227536529238e-02,4.891534983706527506e-01
3.492063492063492092e+00,1.363634447344073269e-02,2.196744810945276960e-01
3.571428571428571175e+00,1.253382153540054562e-02,6.403821072589352403e-02
3.650793650793650702e+00,1.174822091393928208e-02,4.932950342120664272e-02
3.730158730158729785e+00,1.050031272764207629e-02,1.853445386699440617e-02
3.809523809523809312e+00,9.876067696312522057e-03,1.536722395800307721e-02
3.888888888888888840e+00,9.218208353315779716e-03,1.710751207397396070e-02
3.968253968253967923e+00,8.559999896851747808e-03,1.390569419382110643e-02
4.047619047619047450e+00,7.860263043969228577e-03,1.056715257124495218e-02
4.126984126984126533e+00,7.432268237840647905e-03,5.574409898741662477e-03
4.206349206349206504e+00,7.073138341156189751e-03,2.531588400878122778e-03
4.285714285714285587e+00,6.429933169532447632e-03,2.057075741983544273e-03
4.365079365079364671e+00,6.309120808442297140e-03,1.742384289035114235e-03
4.444444444444444642e+00,5.901690137748571464e-03,1.164863888076731867e-03
4.523809523809523725e+00,5.404132480398560201e-03,8.148301037360510023e-04
4.603174603174602808e+00,5.195467572811438527e-03,5.541329992743650092e-04
4.682539682539681891e+00,5.055240164781646568e-03,3.870470001228109506e-04
4.761904761904761862e+00,4.744347823912043079e-03,3.338633992454109268e-04
4.841269841269840946e+00,4.506833902513741712e-03,2.867955258719128092e-04
4.920634920634920029e+00,4.506907431766816845e-03,2.492744296910144445e-04
5.000000000000000000e+00,4.308545760071811476e-03,2.039350634241188264e-04
